food,calories,protein,carbs,fat,sugar,sodium,gi,diabetes_label,hypertension_label,cvd_label,pcos_label,obesity_label,meal_type,target_audience,food_type,region
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,418.7,23.9,44.9,14.0,2.0,498.5,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,420.3,24.0,45.0,14.0,2.0,500.3,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,420.8,24.0,45.1,14.0,2.0,500.9,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,423.8,24.2,45.4,14.1,2.0,504.6,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,416.7,23.8,44.6,13.9,2.0,496.0,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,421.9,24.1,45.2,14.1,2.0,502.2,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,422.6,24.1,45.3,14.1,2.0,503.1,45.3,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,417.5,23.9,44.7,13.9,2.0,497.0,44.7,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,420.8,24.0,45.1,14.0,2.0,501.0,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,423.3,24.2,45.3,14.1,2.0,503.9,45.3,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,418.5,23.9,44.8,13.9,2.0,498.2,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,422.3,24.1,45.2,14.1,2.0,502.8,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,419.2,24.0,44.9,14.0,2.0,499.1,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,417.1,23.8,44.7,13.9,2.0,496.6,44.7,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,418.7,23.9,44.9,14.0,2.0,498.4,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,421.1,24.1,45.1,14.0,2.0,501.3,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,424.0,24.2,45.4,14.1,2.0,504.7,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Soya Chunks Roast (Kerala Style) w/ 2 Chapati,418.1,23.9,44.8,13.9,2.0,497.7,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,All,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,300.0,8.0,55.0,4.0,1.0,200.0,60.0,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,299.0,8.0,54.8,4.0,1.0,199.4,59.8,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,299.1,8.0,54.8,4.0,1.0,199.4,59.8,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,298.1,8.0,54.7,4.0,1.0,198.8,59.6,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,299.7,8.0,54.9,4.0,1.0,199.8,59.9,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,302.7,8.1,55.5,4.0,1.0,201.8,60.5,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,299.0,8.0,54.8,4.0,1.0,199.4,59.8,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,297.2,7.9,54.5,4.0,1.0,198.2,59.4,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,298.6,8.0,54.7,4.0,1.0,199.0,59.7,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,300.7,8.0,55.1,4.0,1.0,200.5,60.1,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,297.7,7.9,54.6,4.0,1.0,198.5,59.5,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,298.0,7.9,54.6,4.0,1.0,198.6,59.6,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,298.6,8.0,54.7,4.0,1.0,199.1,59.7,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,300.9,8.0,55.2,4.0,1.0,200.6,60.2,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,301.6,8.0,55.3,4.0,1.0,201.0,60.3,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,301.2,8.0,55.2,4.0,1.0,200.8,60.2,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,302.3,8.1,55.4,4.0,1.0,201.6,60.5,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,299.3,8.0,54.9,4.0,1.0,199.5,59.9,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,302.8,8.1,55.5,4.0,1.0,201.9,60.6,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,301.4,8.0,55.3,4.0,1.0,200.9,60.3,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Unakkalari (Raw Rice) Porridge w/ Moong Dal,300.8,8.0,55.1,4.0,1.0,200.5,60.2,Moderate,Recommended,Recommended,Recommended,Recommended,Dinner,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,300.0,10.0,45.0,8.0,1.0,300.0,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,300.8,10.0,45.1,8.0,1.0,300.8,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,301.2,10.0,45.2,8.0,1.0,301.2,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,299.4,10.0,44.9,8.0,1.0,299.4,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,300.0,10.0,45.0,8.0,1.0,300.0,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,299.1,10.0,44.9,8.0,1.0,299.1,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,301.0,10.0,45.1,8.0,1.0,301.0,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,299.8,10.0,45.0,8.0,1.0,299.8,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,299.1,10.0,44.9,8.0,1.0,299.1,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,300.2,10.0,45.0,8.0,1.0,300.2,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,301.6,10.1,45.2,8.0,1.0,301.6,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,299.8,10.0,45.0,8.0,1.0,299.8,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,302.4,10.1,45.4,8.1,1.0,302.4,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,299.2,10.0,44.9,8.0,1.0,299.2,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,297.1,9.9,44.6,7.9,1.0,297.1,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,299.9,10.0,45.0,8.0,1.0,299.9,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,298.7,10.0,44.8,8.0,1.0,298.7,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,297.6,9.9,44.6,7.9,1.0,297.6,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,298.4,9.9,44.8,8.0,1.0,298.4,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,298.8,10.0,44.8,8.0,1.0,298.8,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Cheera (Spinach) Thoran w/ 1/2 Cup Rice & Curd,302.7,10.1,45.4,8.1,1.0,302.7,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,Seniors,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),220.0,8.0,40.0,4.0,1.0,300.0,50.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),218.3,7.9,39.7,4.0,1.0,297.7,49.6,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),220.0,8.0,40.0,4.0,1.0,300.0,50.0,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),220.5,8.0,40.1,4.0,1.0,300.6,50.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),219.5,8.0,39.9,4.0,1.0,299.3,49.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),218.5,7.9,39.7,4.0,1.0,298.0,49.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),220.6,8.0,40.1,4.0,1.0,300.9,50.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),219.4,8.0,39.9,4.0,1.0,299.2,49.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),218.2,7.9,39.7,4.0,1.0,297.5,49.6,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),222.1,8.1,40.4,4.0,1.0,302.8,50.5,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),221.9,8.1,40.3,4.0,1.0,302.6,50.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),219.7,8.0,39.9,4.0,1.0,299.6,49.9,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),220.7,8.0,40.1,4.0,1.0,300.9,50.1,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),218.6,7.9,39.7,4.0,1.0,298.0,49.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),221.7,8.1,40.3,4.0,1.0,302.3,50.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),221.6,8.1,40.3,4.0,1.0,302.2,50.4,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),222.2,8.1,40.4,4.0,1.0,302.9,50.5,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),218.5,7.9,39.7,4.0,1.0,298.0,49.7,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),220.9,8.0,40.2,4.0,1.0,301.3,50.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),221.1,8.0,40.2,4.0,1.0,301.5,50.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Ada (Steamed Rice Parcel) w/ Spiced Lentil Filling (Otada),220.8,8.0,40.1,4.0,1.0,301.0,50.2,Recommended,Recommended,Recommended,Recommended,Recommended,Snack,All,Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),450.0,28.0,35.0,18.0,2.0,600.0,50.0,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),450.8,28.0,35.1,18.0,2.0,601.0,50.1,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),448.9,27.9,34.9,18.0,2.0,598.6,49.9,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),447.4,27.8,34.8,17.9,2.0,596.5,49.7,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),452.3,28.1,35.2,18.1,2.0,603.0,50.3,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),452.5,28.2,35.2,18.1,2.0,603.3,50.3,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),454.0,28.3,35.3,18.2,2.0,605.4,50.4,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),452.2,28.1,35.2,18.1,2.0,602.9,50.2,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),445.6,27.7,34.7,17.8,2.0,594.1,49.5,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),448.0,27.9,34.8,17.9,2.0,597.3,49.8,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),450.5,28.0,35.0,18.0,2.0,600.6,50.1,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),453.8,28.2,35.3,18.2,2.0,605.1,50.4,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),452.5,28.2,35.2,18.1,2.0,603.3,50.3,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),453.7,28.2,35.3,18.1,2.0,604.9,50.4,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),454.1,28.3,35.3,18.2,2.0,605.5,50.5,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),445.8,27.7,34.7,17.8,2.0,594.4,49.5,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),447.3,27.8,34.8,17.9,2.0,596.4,49.7,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),450.4,28.0,35.0,18.0,2.0,600.5,50.0,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),445.5,27.7,34.7,17.8,2.0,594.0,49.5,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),447.4,27.8,34.8,17.9,2.0,596.6,49.7,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Chicken Stew (Kerala Style) w/ Whole Wheat Bread (2),454.0,28.2,35.3,18.2,2.0,605.3,50.4,Recommended,Recommended,Recommended,Recommended,Recommended,Dinner,Adults,Non-Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),380.0,8.0,55.0,12.0,3.0,450.0,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),381.3,8.0,55.2,12.0,3.0,451.6,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),381.9,8.0,55.3,12.1,3.0,452.3,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),383.1,8.1,55.4,12.1,3.0,453.7,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),379.2,8.0,54.9,12.0,3.0,449.1,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),379.7,8.0,55.0,12.0,3.0,449.6,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),377.1,7.9,54.6,11.9,3.0,446.5,44.7,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),376.2,7.9,54.5,11.9,3.0,445.5,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),383.4,8.1,55.5,12.1,3.0,454.1,45.4,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),379.3,8.0,54.9,12.0,3.0,449.2,44.9,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),381.9,8.0,55.3,12.1,3.0,452.3,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),380.2,8.0,55.0,12.0,3.0,450.2,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),376.6,7.9,54.5,11.9,3.0,446.0,44.6,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),380.8,8.0,55.1,12.0,3.0,450.9,45.1,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),381.8,8.0,55.3,12.1,3.0,452.1,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),382.4,8.1,55.4,12.1,3.0,452.9,45.3,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),378.4,8.0,54.8,11.9,3.0,448.1,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),381.3,8.0,55.2,12.0,3.0,451.5,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),382.0,8.0,55.3,12.1,3.0,452.4,45.2,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),379.6,8.0,54.9,12.0,3.0,449.5,45.0,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Bitter Gourd (Pavakka) Theeyal w/ Matta Rice (Small Bowl),378.1,8.0,54.7,11.9,3.0,447.7,44.8,Recommended,Recommended,Recommended,Recommended,Recommended,Lunch,All,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),400.0,4.0,85.0,5.0,2.0,350.0,70.0,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),403.4,4.0,85.7,5.0,2.0,353.0,70.6,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),399.9,4.0,85.0,5.0,2.0,349.9,70.0,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),403.5,4.0,85.7,5.0,2.0,353.1,70.6,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),397.7,4.0,84.5,5.0,2.0,348.0,69.6,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),402.9,4.0,85.6,5.0,2.0,352.6,70.5,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),396.3,4.0,84.2,5.0,2.0,346.8,69.4,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),401.9,4.0,85.4,5.0,2.0,351.7,70.3,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),403.5,4.0,85.7,5.0,2.0,353.1,70.6,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),400.7,4.0,85.2,5.0,2.0,350.6,70.1,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),397.4,4.0,84.4,5.0,2.0,347.7,69.5,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),400.6,4.0,85.1,5.0,2.0,350.5,70.1,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),398.8,4.0,84.7,5.0,2.0,348.9,69.8,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),402.3,4.0,85.5,5.0,2.0,352.0,70.4,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),398.2,4.0,84.6,5.0,2.0,348.4,69.7,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
Chammanthi (Chutney) & Boiled Tapioca (Kappa - Small Portion),402.5,4.0,85.5,5.0,2.0,352.2,70.4,Avoid,Recommended,Moderate,Avoid,Avoid,Snack,Adults,Veg,South
